id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,date
423227,Home in Mount Lawley · ★4.92 · 1 bedroom · 1 bed · 1 shared bath,1724505,Linda,,VINCENT,-31.93955,115.88106,Private room,80.0,3,66,2023-12-13,0.48,1,286,7,,2023-12-23
429588,Serviced apartment in East Perth · ★4.17 · 2 bedrooms · 3 beds · 1 bath,2091272,Brenda,,PERTH,-31.958879,115.873207,Entire home/apt,255.0,6,24,2022-10-28,0.22,4,78,0,,2023-12-23
973836,Home in Perth · ★4.59 · 1 bedroom · 1 bed · 2 baths,3754542,Margaret,,STIRLING,-31.91616,115.77793,Private room,87.0,3,75,2023-03-13,0.61,7,356,4,,2023-12-23
454941,Home in Beckenham · ★4.50 · 1 bedroom · 1 bed · 2 shared baths,1548293,Yan,,GOSNELLS,-32.03238,115.958,Private room,70.0,7,12,2023-10-31,0.1,7,363,1,,2023-12-23
541072,Home in Prevelly · ★4.85 · 3 bedrooms · 5 beds · 2 baths,2659891,Deirdre And Peter,,AUGUSTA-MARGARET RIVER,-33.97929,114.99392,Entire home/apt,280.0,2,48,2023-12-04,0.39,1,0,12,,2023-12-23
552762,Home in Rivervale · ★4.93 · 1 bedroom · 1 bed · 1 bath,2716604,Michele,,BELMONT,-31.95872,115.90648,Private room,134.0,1,151,2023-11-17,1.08,1,309,16,,2023-12-23
978808,Guesthouse in Peppermint Grove Beach · ★4.87 · 2 bedrooms · 2 beds · 1 bath,5357894,Karen,,CAPEL,-33.53068,115.50551,Entire home/apt,,2,382,2023-12-16,2.91,1,0,33,,2023-12-23
999697,Villa in South Fremantle · ★4.99 · 1 bedroom · 2 beds · 1 bath,5495612,Jennifer,,FREMANTLE,-32.07158,115.75512,Entire home/apt,242.0,3,71,2023-12-22,0.57,1,118,16,,2023-12-23
1025040,Guesthouse in Fremantle · ★4.91 · 1 bedroom · 2 beds · 1 bath,5594513,Adele,,FREMANTLE,-32.06125,115.75739,Entire home/apt,123.0,2,363,2023-11-21,3.3,1,32,12,,2023-12-23
566327,Home in Margaret River · ★4.87 · 3 bedrooms · 6 beds · 2 baths,2785721,Geri & Greg,,AUGUSTA-MARGARET RIVER,-33.94938,115.05723,Entire home/apt,290.0,3,31,2022-12-22,0.23,1,86,0,,2023-12-23
1043506,Home in Hillarys · ★4.84 · 1 bedroom · 1 bed · 2 shared baths,5745887,Carmen,,JOONDALUP,-31.80262,115.75021,Private room,132.0,1,43,2023-09-22,0.35,8,365,1,,2023-12-23
567450,Home in Gosnells · ★4.93 · 1 bedroom · 1 bed · 1 shared bath,2559435,Lenny,,GOSNELLS,-32.07493,115.99251,Private room,75.0,2,28,2023-11-27,0.21,1,173,18,,2023-12-23
1049429,Home in Hillarys · ★4.52 · 1 bedroom · 2 beds · 1.5 shared baths,5745887,Carmen,,JOONDALUP,-31.80247,115.75052,Private room,132.0,1,23,2022-11-21,0.18,8,365,0,,2023-12-23
1060326,Place to stay in Hillarys · ★4.61 · 4 bedrooms · 8 beds · 2.5 shared baths,5745887,Carmen,,JOONDALUP,-31.80234,115.75013,Private room,135.0,1,41,2023-01-22,0.36,8,326,1,,2023-12-23
588298,Guest suite in North Perth · ★4.94 · 1 bedroom · 1 bed · 1 bath,2901891,Annette,,VINCENT,-31.92219,115.85459,Entire home/apt,96.0,2,402,2023-12-17,2.91,1,249,45,,2023-12-23
594849,Home in Perth · ★4.86 · 2 bedrooms · 3 beds · 1 bath,2939181,Rika,,SOUTH PERTH,-31.98224,115.88972,Entire home/apt,158.0,2,750,2023-12-07,5.51,1,93,47,,2023-12-23
1073798,Home in Innaloo · ★4.77 · 3 bedrooms · 3 beds · 1.5 baths,5906880,Heather,,STIRLING,-31.89196,115.79594,Entire home/apt,130.0,7,13,2023-02-03,0.16,1,265,3,,2023-12-23
624479,Home in Mt Lawley · ★4.58 · 1 bedroom · 1 bed · 1 shared bath,3098327,Merrian,,VINCENT,-31.93916,115.87244,Private room,,2,41,2020-02-20,0.3,2,0,0,,2023-12-23
636338,Home in Beckenham · ★4.30 · 1 bedroom · 1 bed · 2 shared baths,1548293,Yan,,GOSNELLS,-32.03238,115.958,Private room,70.0,6,11,2022-11-06,0.08,7,352,0,,2023-12-23
645598,Home in Girrawheen · ★4.49 · 3 bedrooms · 4 beds · 1 bath,1556947,Amber And Theresa,,WANNEROO,-31.8455,115.85019,Entire home/apt,168.0,6,104,2023-11-25,0.77,2,25,6,,2023-12-23
1078040,Home in Gnarabup · ★4.86 · 3 bedrooms · 4 beds · 2.5 baths,5931511,Tracy,,AUGUSTA-MARGARET RIVER,-33.99536,114.99975,Entire home/apt,650.0,3,92,2023-12-06,0.76,1,284,11,,2023-12-23
1084456,Cabin in Dwellingup · ★4.77 · 1 bedroom · 1 bed · 1 bath,5961054,Robert,,MURRAY,-32.71157,116.06081,Entire home/apt,190.0,1,264,2023-12-11,3.01,2,1,59,,2023-12-23
661474,Home in Canning Vale · ★4.31 · 4 bedrooms · 4 beds · 2 baths,3339927,Amirah,,CANNING,-32.0747,115.92076,Entire home/apt,296.0,3,13,2023-07-15,0.14,6,95,2,,2023-12-23
1089259,Bed and breakfast in Alexander Heights · 1 bedroom · 1 bed · 1 private bath,5984984,Natalie,,WANNEROO,-31.82967185974121,115.86812591552734,Private room,179.0,1,0,,,1,320,0,,2023-12-23
1095255,Townhouse in North Fremantle · ★4.78 · 2 bedrooms · 2 beds · 2.5 baths,6017588,Craig,,FREMANTLE,-32.03704,115.75579,Entire home/apt,300.0,2,46,2023-12-09,0.37,1,109,6,,2023-12-23
1116909,Home in Thornlie · ★4.63 · 1 bedroom · 1 bed · 1.5 shared baths,6115114,Shaun,,GOSNELLS,-32.0491,115.96087,Private room,52.0,5,65,2023-10-10,0.52,1,299,6,,2023-12-23
662655,Home in Beckenham · ★4.30 · 1 bedroom · 1 bed · 2 shared baths,1548293,Yan,,GOSNELLS,-32.03294,115.95893,Private room,60.0,6,11,2021-09-06,0.08,7,318,0,,2023-12-23
662660,Home in Mt Lawley · ★4.60 · 1 bedroom · 1 bed · 1 shared bath,3098327,Merrian,,VINCENT,-31.93859,115.87252,Private room,70.0,2,74,2021-09-28,0.55,2,0,0,,2023-12-23
667201,Rental unit in Mt Lawley · ★4.69 · 1 bedroom · 1 bed · 1 bath,3374886,Geoff & Lyn,,STIRLING,-31.93114,115.88001,Entire home/apt,95.0,3,246,2023-12-20,1.79,1,0,29,,2023-12-23
1125165,Place to stay in Beaconsfield · ★4.77 · 1 bedroom · 1 bed · 2.5 baths,6172414,Lyn,,FREMANTLE,-32.06577,115.7584,Private room,95.0,2,84,2023-12-16,0.68,3,296,23,,2023-12-23
1125272,Bed and breakfast in Perth · ★4.67 · 1 bedroom · 1 bed · 1 bath,6172414,Lyn,,FREMANTLE,-32.06257,115.75798,Private room,100.0,1,60,2023-12-21,0.49,3,295,18,,2023-12-23
668366,Rental unit in Subiaco · ★4.69 · 1 bedroom · 4 beds · 1 bath,3383167,Noelene,,SUBIACO,-31.95027,115.82182,Entire home/apt,170.0,5,104,2023-12-17,0.76,1,306,19,,2023-12-23
1134293,Home in Bassendean · ★4.85 · 1 bedroom · 1 bed · 1.5 shared baths,893264,Penny,,BASSENDEAN,-31.89648,115.95156,Private room,66.0,2,62,2023-12-17,0.48,1,317,34,,2023-12-23
672458,Home in Riverton · ★4.22 · 4 bedrooms · 5 beds · 2 baths,3339927,Amirah,,CANNING,-32.03735,115.91038,Entire home/apt,280.0,3,9,2023-11-19,0.1,6,128,2,,2023-12-23
678944,Guesthouse in Manjimup · ★4.87 · 3 bedrooms · 5 beds · 3 baths,3455563,Gordon,,MANJIMUP,-34.31541,116.17555,Entire home/apt,125.0,2,515,2023-12-22,3.78,1,267,50,,2023-12-23
1201497,Guesthouse in Redcliffe · ★4.78 · 1 bedroom · 1 bed · 1 bath,3377184,Te-NeeleAndKane,,BELMONT,-31.93508,115.94283,Entire home/apt,104.0,1,973,2023-11-25,7.57,1,163,76,,2023-12-23
1206699,Home in Tapping · ★4.67 · 1 bedroom · 1 bed · 1 private bath,6592108,Gwen,,WANNEROO,-31.72167,115.78714,Private room,50.0,2,18,2023-12-14,0.15,1,175,12,,2023-12-23
682266,Home in Heathridge · ★4.88 · 1 bedroom · 1 bed · 1 shared bath,793327,Lyn & John,,JOONDALUP,-31.7583,115.75701,Private room,47.0,2,124,2023-12-20,0.92,2,317,31,,2023-12-23
1233656,Cottage in Balingup · ★4.65 · 1 bedroom · 3 beds · 1 bath,6728202,Al,,DONNYBROOK-BALINGUP,-33.75909,115.98027,Entire home/apt,178.0,2,101,2023-11-24,1.92,1,1,17,,2023-12-23
1234975,Cottage in Subiaco · ★4.46 · 3 bedrooms · 4 beds · 1 bath,6733465,Valerie,,SUBIACO,-31.95565,115.81962,Entire home/apt,305.0,4,13,2023-11-19,1.13,1,165,13,,2023-12-23
682524,Guesthouse in Pearsall · ★4.81 · 1 bedroom · 1 bed · 1 bath,1556947,Amber And Theresa,,WANNEROO,-31.77848,115.81232,Entire home/apt,181.0,6,101,2023-12-06,0.75,2,269,15,,2023-12-23
706728,Cottage in Lowden · ★4.85 · 1 bedroom · 2 beds · 1 bath,3632460,Sherry (And Barrie),,DONNYBROOK-BALINGUP,-33.56055,115.98534,Entire home/apt,185.0,2,168,2023-05-21,1.25,1,82,4,,2023-12-23
1260996,Home in South Yunderup · ★4.90 · 2 bedrooms · 2 beds · 1 private bath,6868475,Robyn,,MURRAY,-32.58284,115.79273,Private room,60.0,1,242,2023-12-20,1.92,1,135,63,,2023-12-23
1276806,Guesthouse in Perth · ★4.85 · 1 bedroom · 1 bed · 1 bath,6949912,Alison,,STIRLING,-31.87035,115.75564,Entire home/apt,130.0,3,95,2023-12-14,0.75,1,145,18,,2023-12-23
713282,Vacation home in Halls Head · ★4.91 · 2 bedrooms · 4 beds · 1 bath,3671146,Denise & Barry,,MANDURAH,-32.52651,115.6957,Entire home/apt,446.0,4,22,2023-09-28,0.2,2,264,1,,2023-12-23
725819,Home in Wembley Downs · ★4.84 · 1 bedroom · 1 bed · 1 shared bath,3754542,Margaret,,STIRLING,-31.91586,115.7777,Private room,75.0,4,57,2023-07-15,0.43,7,350,11,,2023-12-23
1337769,Home in South Yunderup · ★4.69 · 5 bedrooms · 5 beds · 2 baths,7255000,Geoff,,MURRAY,-32.58354,115.7824,Entire home/apt,393.0,2,102,2023-12-18,0.87,1,304,25,,2023-12-23
747648,Rental unit in Mt Lawley · ★4.88 · 2 bedrooms · 2 beds · 1 bath,3925559,Lina,,STIRLING,-31.92343,115.87968,Entire home/apt,146.0,4,137,2023-11-22,1.02,2,164,4,,2023-12-23
1378479,Guesthouse in Sunnyside · ★4.90 · 1 bedroom · 4 beds · 1 bath,7467101,Kathleen,,BRIDGETOWN-GREENBUSHES,-34.0337,116.23242,Entire home/apt,130.0,1,161,2023-11-20,1.32,1,0,34,,2023-12-23
1382863,Camper/RV in Burnside · ★4.82 · 1 bedroom · 1 bed · 2 shared baths,4206094,Do,,AUGUSTA-MARGARET RIVER,-33.91726,115.04256,Private room,86.0,4,224,2023-11-19,1.84,1,0,16,,2023-12-23
756766,Rental unit in Perth · ★4.76 · 1 bedroom · 2 beds · 1 bath,512735,Sigrid,,BAYSWATER,-31.9288,115.89198,Entire home/apt,102.0,7,51,2023-12-23,0.43,3,309,11,,2023-12-23
1423436,Home in Augusta · ★4.86 · 3 bedrooms · 6 beds · 1.5 baths,7661339,Rachel,,AUGUSTA-MARGARET RIVER,-34.30835,115.15683,Entire home/apt,230.0,2,22,2023-01-15,0.18,1,323,2,,2023-12-23
1521619,Home in Maylands · ★4.87 · 2 bedrooms · 2 beds · 1 bath,121587,Andrea,,BAYSWATER,-31.93454,115.88594,Entire home/apt,164.0,2,171,2023-12-11,1.8,1,0,21,,2023-12-23
760919,Rental unit in Sorrento · ★4.76 · 1 bedroom · 1 bed · 1 bath,4011409,Wendy,,JOONDALUP,-31.83336,115.75076,Entire home/apt,62.0,14,148,2023-12-04,1.11,1,221,9,,2023-12-23
1527235,Home in Manning · ★4.78 · 1 bedroom · 1 bed · 1 private bath,8147988,Sharon,,SOUTH PERTH,-32.00673,115.87389,Private room,110.0,1,41,2023-12-13,0.33,1,308,18,,2023-12-23
786046,Villa in Dunsborough · ★4.72 · 3 bedrooms · 4 beds · 1.5 baths,4143995,Jacqueline,,BUSSELTON,-33.62005,115.0932,Entire home/apt,,3,89,2022-05-09,0.69,1,0,0,,2023-12-23
1596181,Home in Halls Head · ★4.88 · 4 bedrooms · 7 beds · 2 baths,8511059,Robert,,MANDURAH,-32.54742,115.68546,Entire home/apt,367.0,3,8,2023-11-27,0.72,1,316,8,,2023-12-23
1606282,Rental unit in Burswood · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,8557399,Kate,,VICTORIA PARK,-31.97221,115.8961,Private room,56.0,1,90,2023-12-17,0.75,2,253,23,,2023-12-23
787951,Serviced apartment in Sorrento · ★4.81 · 1 bedroom · 1 bed · 1 bath,4153323,Andrew,,JOONDALUP,-31.83072,115.74696,Entire home/apt,315.0,3,26,2023-11-05,0.37,6,341,9,,2023-12-23
1619973,"Bungalow in Ocean Beach, Denmark · ★4.87 · 1 bedroom · 1 bed · 1 bath",8618913,John,,DENMARK,-35.007,117.32367,Entire home/apt,165.0,2,307,2023-11-30,2.6,2,138,25,,2023-12-23
787990,Resort in Sorrento · ★4.75 · 1 bedroom · 1 bed · 1 private bath,4153323,Andrew,,JOONDALUP,-31.83072,115.74696,Hotel room,264.0,3,4,2022-08-21,0.05,6,342,0,,2023-12-23
787999,Serviced apartment in Sorrento · ★4.59 · 2 bedrooms · 4 beds · 1.5 baths,4153323,Andrew,,JOONDALUP,-31.83073,115.74915,Entire home/apt,315.0,3,93,2023-12-05,0.78,6,318,25,,2023-12-23
802600,Home in Bayswater · ★4.79 · 4 bedrooms · 5 beds · 1.5 baths,4223738,Kathryn,,BAYSWATER,-31.92529,115.91314,Entire home/apt,201.0,4,81,2023-11-21,0.64,1,226,20,,2023-12-23
1649063,Guesthouse in Fremantle · ★4.93 · 1 bedroom · 1 bed · 1 bath,8145217,Noelle,,FREMANTLE,-32.05931,115.74865,Entire home/apt,220.0,3,171,2023-12-19,1.38,1,147,17,,2023-12-23
806329,Home in Beaconsfield · ★4.63 · 3 bedrooms · 3 beds · 1 bath,3161391,Michael,,FREMANTLE,-32.06905,115.75847,Entire home/apt,320.0,5,36,2023-11-13,0.29,12,55,3,,2023-12-23
1653068,Home in White Gum Valley · ★4.75 · 1 bedroom · 1 bed · 1 bath,8766429,SmartStayWA,,FREMANTLE,-32.05957,115.77478,Entire home/apt,104.0,1,56,2022-02-21,0.46,64,0,0,,2023-12-23
811315,Home in North Fremantle · ★4.84 · 3 bedrooms · 5 beds · 2.5 baths,4266413,Jennifer,,FREMANTLE,-32.03368,115.75259,Entire home/apt,490.0,5,128,2023-11-21,1.05,1,23,12,,2023-12-23
1679708,Rental unit in Perth · 1 bedroom · 2 beds · 1 bath,4637490,Peter,,SUBIACO,-31.98706,115.81543,Entire home/apt,,1,0,,,1,0,0,,2023-12-23
1691504,Rental unit in Applecross · ★4.88 · 2 bedrooms · 3 beds · 1.5 baths,827051,Carol,,MELVILLE,-32.00977,115.83652,Entire home/apt,160.0,2,94,2023-10-30,0.76,2,154,7,,2023-12-23
811432,Home in Mount Pleasant · ★4.83 · 3 bedrooms · 3 beds · 1.5 baths,3232652,Barry & Viv,,MELVILLE,-32.03338,115.85327,Entire home/apt,460.0,20,190,2020-02-19,1.43,1,356,0,,2023-12-23
2017277,Home in Queens Park · ★4.57 · 1 bedroom · 1 bed · 1 shared bath,10374452,Rhea,,CANNING,-32.00487,115.95719,Private room,78.0,2,124,2023-12-14,2.06,5,1,40,,2023-12-23
1715792,Bed and breakfast in Hovea · ★4.94 · 1 bedroom · 1 bed · 1 private bath,3992964,Quenda Guesthouse,,MUNDARING,-31.87911,116.12512,Private room,218.0,2,101,2023-11-26,1.04,3,0,18,,2023-12-23
1738219,Rental unit in Kalbarri · ★4.47 · 2 bedrooms · 4 beds · 1 bath,4900907,Brenda,,NORTHAMPTON,-27.70233,114.16988,Entire home/apt,270.0,2,57,2023-11-03,0.47,3,311,11,,2023-12-23
2027695,Home in Rivervale · ★5.0 · 1 bedroom · 1 bed · 1 bath,10415103,Jiapei,,BELMONT,-31.95754,115.91799,Private room,68.0,2,7,2021-09-28,0.06,4,22,0,,2023-12-23
2057885,Home in Wembley Downs · ★4.78 · 1 bedroom · 1 bed · 1 shared bath,3754542,Margaret,,STIRLING,-31.91586,115.7777,Private room,110.0,4,27,2023-11-09,0.22,7,325,2,,2023-12-23
1761013,Home in Rossmoyne · ★4.68 · 1 bedroom · 2 beds · 1.5 shared baths,4570709,Amy'S Homestay,,COCKBURN,-32.09012,115.84104,Private room,35.0,2,137,2023-12-19,1.12,6,216,16,,2023-12-23
2080685,Rental unit in Perth · ★4.71 · 2 bedrooms · 4 beds · 1 bath,10629754,Gavin & Jo,,PERTH,-31.95447,115.84726,Entire home/apt,297.0,1,95,2023-12-12,0.79,4,186,8,,2023-12-23
2083692,Guest suite in Como · ★4.93 · 1 bedroom · 1 bed · 1 private bath,3510137,Kate,,SOUTH PERTH,-31.99529,115.87295,Private room,220.0,2,121,2023-12-18,1.0,3,352,19,,2023-12-23
1784511,Home in Yallingup · ★4.89 · 3 bedrooms · 3 beds · 2.5 baths,479752,Jani,,BUSSELTON,-33.69528,115.00964,Entire home/apt,493.0,2,70,2023-12-09,0.57,1,208,6,,2023-12-23
1789903,Home in Wembley Downs · ★4.83 · 1 bedroom · 8 beds · 3 shared baths,3754542,Margaret,,STIRLING,-31.91586,115.7777,Private room,75.0,3,18,2022-06-27,0.15,7,325,0,,2023-12-23
1836823,Home in Carlotta · ★4.88 · 3 bedrooms · 5 beds · 2 baths,9602986,Brian@Brianhamilton.Com.Au,,NANNUP,-34.07643,115.79588,Entire home/apt,428.0,2,81,2023-11-06,0.67,2,286,16,,2023-12-23
1837024,Rental unit in Como · ★4.96 · 2 bedrooms · 2 beds · 1 bath,9604058,Marg,,SOUTH PERTH,-32.00092,115.8597,Entire home/apt,240.0,2,25,2023-12-12,0.23,1,201,3,,2023-12-23
1870104,Bed and breakfast in Hillarys · ★3.71 · 1 bedroom · 2 beds · 2.5 shared baths,5745887,Carmen,,JOONDALUP,-31.80234,115.7503,Private room,132.0,1,7,2023-04-28,0.06,8,365,3,,2023-12-23
2093473,Train in Dongara · ★4.71 · 3 bedrooms · 5 beds · 1 shared bath,10320645,Suzie,,IRWIN,-29.24988,114.93126,Private room,300.0,2,49,2023-03-19,0.43,2,363,2,,2023-12-23
1898799,Bed and breakfast in Narrogin · ★4.62 · 1 bedroom · 2 beds · 1 shared bath,9863042,Lizette,,NARROGIN,-32.94006,117.18916,Private room,110.0,1,45,2023-11-19,0.51,4,356,4,,2023-12-23
