id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
205892,Walk to Perth & Cultural Centre - West Perth house,1012875,Jane,,VINCENT,-31.94108,115.85282,Private room,60,4,47,2018-07-21,0.46,2,179
231540,The Apple - Heritage Home 8 Acres,747002,Aimee,,BRIDGETOWN-GREENBUSHES,-33.97094,116.148,Entire home/apt,210,2,72,2020-03-02,0.91,1,328
253579,Two Rooms for Price of One,1331712,Steve,,MELVILLE,-32.03495,115.80114,Private room,48,5,29,2016-11-16,0.29,1,196
253921,YOUR OWN SUITE OF ROOMS,256425,Felicia,,EAST FREMANTLE,-32.0356,115.76413,Private room,79,30,3,2014-12-07,0.03,1,364
254578,Back Beach Cottage,1337347,Nicolas,,GINGIN,-31.02491,115.33661,Entire home/apt,220,2,3,2018-06-16,0.05,2,0
272670,"Comfortable, Friendly, Quiet Busselton location!",168705,Carol & Michael,,BUSSELTON,-33.66397,115.38456,Private room,74,1,3,2018-12-04,0.18,1,0
274406,Live Like a Local,1430540,Trish,,FREMANTLE,-32.06245,115.74915,Private room,61,1,141,2020-01-13,1.52,3,0
280001,Queen Bed/sitter 10 min to Airport,1460059,Baz,,SWAN,-31.90343,115.99427,Private room,60,3,8,2018-06-29,0.08,2,0
284891,CoSy Vintage Room,1430540,Trish,,FREMANTLE,-32.06055,115.74953,Private room,53,1,215,2020-03-15,2.16,3,1
284909,Peaceful  Perfect Location,1430540,Trish,,FREMANTLE,-32.05854,115.75032,Private room,52,1,196,2020-01-12,2.04,3,1
297746,Less than 20 Min to Perth Airport.,1535254,John,,SWAN,-31.86518,116.05208,Private room,48,1,56,2019-08-29,0.58,3,0
297749,Private Bedroom (2)  Pool + B/R,1535254,John,,SWAN,-31.86406,116.05199,Private room,66,1,14,2015-09-22,0.14,3,363
300640,Extra large room AC NBN WiFi,1548293,Yan,,GOSNELLS,-32.03238,115.958,Private room,53,7,4,2020-02-06,0.04,8,365
304886,Silver Street Studios: Fremantle’s unique retreat,1576058,Judy,,FREMANTLE,-32.0639,115.75135,Entire home/apt,275,4,2,2019-10-25,0.17,2,333
305886,Cool king single by Yule Brook WiFi,1548293,Yan,,GOSNELLS,-32.03238,115.958,Private room,37,7,7,2014-03-09,0.08,8,364
311393,Margaret River Prevelly beach-studio Casa Del Mar,1601931,Caz,,AUGUSTA-MARGARET RIVER,-33.9856,114.99467,Entire home/apt,129,2,64,2020-02-28,1.12,1,334
315801,Fully Furnished Room / Studio,1621815,Phoebe,,MELVILLE,-32.0296,115.83064,Private room,60,2,16,2019-09-15,0.19,1,349
332709,Swan Valley Retreat Jane Brook WA,1535254,John,,SWAN,-31.86584,116.05148,Private room,66,1,13,2016-12-31,0.13,3,365
348872,Foreshore Apt 109 -Great location!,1767860,Jenni,,ALBANY,-35.02808,117.88728,Entire home/apt,100,1,333,2020-03-15,3.39,1,175
363087,Balneaire Seven,1834803,Barbara,,ALBANY,-35.02543,117.91209,Entire home/apt,250,2,69,2020-03-02,1.81,1,310
373860,Standard double room AC NBN,1548293,Yan,,GOSNELLS,-32.03238,115.958,Private room,44,7,5,2019-10-10,0.07,8,365
390748,Relaxing Spa 10 min from the City,1937593,Chantelle & Lance,,CANNING,-32.01614,115.90706,Entire home/apt,800,2,38,2015-12-08,0.39,1,364
401138, inviting warm home with the owners,2002278,Jann,,KALAMUNDA,-31.97571,116.0198,Private room,60,1,4,2016-08-26,0.05,2,365
423049,Cycling Heaven in the City!,2103766,Rick & Sandi,,BASSENDEAN,-31.89739,115.94972,Private room,150,1,0,,,1,365
423227,Eclectic Room for Vegan Guests,1724505,Linda,,VINCENT,-31.93885,115.8811,Private room,81,2,50,2020-02-17,0.54,3,361
428002,Spacious queen room AC NBN WiFi,1548293,Yan,,GOSNELLS,-32.03117,115.95798,Private room,53,7,5,2019-10-03,0.06,8,365
433850,Blue Lilly! Fremantle Garden Studio,2156223,Silke,,FREMANTLE,-32.06523,115.7546,Entire home/apt,97,3,108,2020-03-16,1.18,1,354
454941,Peaceful large queen room by creek,1548293,Yan,,GOSNELLS,-32.03238,115.958,Private room,53,7,7,2017-02-28,0.09,8,365
455658,Your Own Room - Spacious House Next to a Park,2264870,Edwin,,COCKBURN,-32.17133,115.84797,Private room,24,2,8,2019-09-07,0.17,1,358
461699,Spacious Home with Pool & BBQ ,2295050,Michael,,MELVILLE,-32.05106,115.85989,Private room,84,1,15,2016-11-04,0.16,1,364
502563,Resort-Style Home,2479925,El,,JOONDALUP,-31.76679,115.78872,Entire home/apt,250,3,14,2019-12-29,0.15,2,335
520004,Lennyland: Sweet Home Away Frm Home,2559435,Lenny,,GOSNELLS,-32.07547,115.99265,Private room,47,2,2,2017-07-09,0.02,1,363
529187,Experience hospitality in our home!,2599999,Miri,,ARMADALE,-32.17342,116.0065,Private room,150,1,0,,,1,365
541072,"Beachside House-Prevelly Villas,Margaret River",2659891,Deirdre And Peter,,AUGUSTA-MARGARET RIVER,-33.97896,114.99394,Entire home/apt,220,2,13,2020-01-31,0.17,10,271
552762,Rose on Surrey!  Bed and Breakfast,2716604,Michele,,BELMONT,-31.95904,115.90662,Private room,95,2,114,2020-03-07,1.22,3,365
553144,Bring the family to Perth - 5 Star Reviews!,2718327,Sandra,,VINCENT,-31.92301,115.8572,Entire home/apt,364,3,2,2013-09-02,0.02,1,0
566327,Cape Illawarra - Architect's Bliss! Bush/wine/surf,2785721,Geri & Greg,,AUGUSTA-MARGARET RIVER,-33.94986,115.0574,Entire home/apt,279,3,19,2018-12-27,0.21,2,233
588298,Semi Detached Suite - Close to City,2901891,Annette,,VINCENT,-31.92219,115.85459,Entire home/apt,74,2,293,2020-01-20,3.17,1,74
594849,COZY RETRO STYLE DUPLEX PERTH,2939181,Rika,,SOUTH PERTH,-31.98394,115.88867,Entire home/apt,124,1,504,2020-03-09,5.58,1,322
600831,FIFO CONVENIENCE/executive stay,2972842,Jocelyn,,BELMONT,-31.95189,115.91298,Entire home/apt,100,90,0,,,1,173
612029,"4x2 home: Shona’s Shack - Waikiki WA
Shared Living",3036177,Shona,,ROCKINGHAM,-32.31401,115.75991,Private room,48,5,2,2019-12-13,0.04,1,91
616860,Close to City Centre Rooms ,3057568,Dave,,STIRLING,-31.90816,115.83908,Private room,74,1,58,2019-01-01,0.63,1,365
622652,Big Red House on Settlers Hill,3086862,Julie,,ROCKINGHAM,-32.34194,115.81245,Private room,100,3,3,2014-10-05,0.04,2,364
623004,Super Comfy Home GREAT LOCATION,3080838,Kellie,,STIRLING,-31.89417,115.8005,Entire home/apt,110,10,11,2020-02-19,0.12,2,316
624479,Cafe Heaven Mt Lawley 10min to CITY,3098327,Merrian,,VINCENT,-31.93947,115.873,Private room,60,2,44,2020-02-20,0.48,2,45
626799,Cosy Bedroom 10 min to airport,1460059,Baz,,SWAN,-31.90452,115.99455,Private room,55,1,24,2016-03-02,0.26,2,365
634700,The Fremantle Stone Cottage,3161391,Michael,,FREMANTLE,-32.06377,115.758,Entire home/apt,160,3,32,2020-03-14,0.37,8,57
636123,Trigg Ocean View B&B,2785721,Geri & Greg,,STIRLING,-31.86909,115.75261,Entire home/apt,129,2,62,2019-02-11,0.68,2,214
636338,Nature-lovers paradise 20min to CBD,1548293,Yan,,GOSNELLS,-32.03238,115.958,Private room,53,5,28,2020-02-22,0.31,8,0
642944,"Queen room, own bathroom shared kitchen",2593463,Anna,,COOLGARDIE,-31.26244,120.02077,Private room,102,1,23,2019-10-24,0.65,3,62
645598,The Budget House 12km from Perth in leafy setting,1556947,Amber And Theresa,,WANNEROO,-31.84731,115.85116,Entire home/apt,87,3,71,2020-03-07,0.79,2,351
650246,Treetops Guest House,1271454,Greg & Heather,,CHITTERING,-31.55583,116.03202,Private room,65,1,5,2016-09-15,0.08,1,365
653304,Katz Knook,3285053,Kat,,JOONDALUP,-31.76906,115.78979,Private room,115,2,7,2019-12-28,0.08,1,358
661142,Love this private holiday home,3337858,C,,SOUTH PERTH,-32.02124,115.87236,Private room,129,1,0,,,2,365
661474,★Family Home★Deluxe & Ideal★FREE WIFI & GIFTS,3339927,Amirah,,CANNING,-32.07286,115.92149,Entire home/apt,241,3,4,2020-01-06,0.09,5,90
662655,Comfy double room by creek AC NBN,1548293,Yan,,GOSNELLS,-32.03294,115.95893,Private room,45,7,8,2020-03-01,0.09,8,365
662660,Cafe Heaven Blue Room Mt Lawley,3098327,Merrian,,VINCENT,-31.93798,115.87341,Private room,44,2,74,2020-02-17,0.84,2,30
667201,Leafy Courtyard Aptmt! Mt Lawley,3374886,Geoff & Lyn,,STIRLING,-31.93019,115.87867,Entire home/apt,86,3,163,2020-01-27,1.78,1,336
668366,The Coach House - Rustic Charm &  Pool,3383167,Noelene,,SUBIACO,-31.95028,115.82215,Entire home/apt,120,3,57,2020-02-16,0.62,1,348
678944,Black George House Country Retreat,3455563,Gordon,,MANJIMUP,-34.31527,116.17746,Entire home/apt,120,1,299,2020-03-15,3.31,1,329
682266,John & Lyns/Quiet Family Home,793327,Lyn & John,,JOONDALUP,-31.75782,115.75606,Private room,24,2,57,2020-03-13,0.64,2,342
682524,Perth Pearsall Flat 23km From City!,1556947,Amber And Theresa,,WANNEROO,-31.7782,115.81276,Entire home/apt,81,4,68,2019-11-11,0.76,2,344
701317,Beautiful Beaches close by 2,733345,Jacqueline,,JOONDALUP,-31.77342,115.76543,Private room,50,1,35,2019-10-01,0.39,3,349
706728,Kambarang Eco-cabin,3632460,Sherry (And Barrie),,DONNYBROOK-BALINGUP,-33.56131,115.9851,Entire home/apt,120,2,118,2020-02-19,1.33,1,353
713282,"Beachfront the WEDGE on the beach,  Mandurah",3671146,Denise & Barry,,MANDURAH,-32.52651,115.6957,Entire home/apt,189,3,11,2019-03-13,0.17,2,365
718652,Unique Duplex with Treetop Balcony,1724505,Linda,,VINCENT,-31.94041,115.88001,Entire home/apt,81,3,34,2019-01-05,0.38,3,166
725819,Room single Upmarket  near beaches +costs included,3754542,Margaret,,STIRLING,-31.91586,115.7777,Private room,55,1,38,2020-03-15,0.43,6,365
726815,Homely House Close to City and Parks!,3763810,Terri,,VINCENT,-31.94164,115.85671,Entire home/apt,129,3,124,2020-03-08,1.43,1,258
731606,Viewport Apartment - Fremantle,3808149,Jo,,FREMANTLE,-32.04376,115.7436,Entire home/apt,78,4,173,2020-03-11,1.94,1,348
739993,One Bedroom Apartment @ The Waldorf,3872122,Belinda,,PERTH,-31.95559,115.84813,Entire home/apt,97,1,217,2020-02-28,2.42,1,326
742186,Tranquil House in South Fremantle!,3885892,Kali,,FREMANTLE,-32.06356,115.7549,Entire home/apt,225,3,21,2019-01-01,0.32,1,0
747648,PERTH CITY-G/F GARDEN APARTMENT,3925559,Lina,,STIRLING,-31.9251,115.88111,Entire home/apt,95,2,92,2020-03-09,1.04,2,298
753453,Templemore Gardens_Single Bedroom 2,691076,Pauline,,SOUTH PERTH,-32.01779,115.88466,Private room,73,2,10,2019-09-11,0.11,1,365
756766,Four on Whatley Perth Maylands flat,512735,Sigrid,,BAYSWATER,-31.92752,115.8931,Entire home/apt,71,7,23,2019-11-28,0.31,13,345
756802,Sevenoaks Apartment Perth Maylands,512735,Sigrid,,BAYSWATER,-31.92722,115.90156,Entire home/apt,90,7,9,2020-02-06,0.10,13,343
756823,The Salon at 19 Sevenoaks  Maylands Perth,512735,Sigrid,,BAYSWATER,-31.92825,115.90278,Entire home/apt,90,7,23,2020-03-11,0.27,13,351
760274,Comfy room-150m away from train st.,3796820,Andrew Tashi,,CLAREMONT,-31.97136,115.7889,Private room,65,2,71,2020-01-02,0.80,1,345
760919,Seaside Short Term Rental Apartment,4011409,Wendy,,JOONDALUP,-31.83472,115.75214,Entire home/apt,60,6,114,2020-02-26,1.31,1,178
764096,Private Studio - walk to the beach,4028111,Carrie,,AUGUSTA-MARGARET RIVER,-33.99252,114.99574,Entire home/apt,124,1,378,2020-02-20,4.22,1,25
768678,Inner City / Kings Park / West End,4054831,Graeme,,PERTH,-31.95353,115.84769,Private room,69,7,3,2016-09-13,0.04,1,364
780236,Stylish Apartment in West Perth,4114428,Jodie,,PERTH,-31.94558,115.84366,Private room,120,1,1,2015-10-25,0.02,1,365
786046,Cape Villas Dunsborough Unit 2,4143995,Jacqueline,,BUSSELTON,-33.62005,115.0932,Entire home/apt,215,2,82,2020-02-09,0.98,1,152
787908,Upscale home near Burns Beach ,2753824,Linley,,WANNEROO,-31.71074,115.80041,Private room,69,5,1,2013-02-22,0.01,1,364
787951,Oceanview 1 bed Spa Apt at Quality Resort Sorrento,4153323,Andrew,,JOONDALUP,-31.83072,115.74696,Entire home/apt,279,3,3,2020-02-29,0.12,6,356
787990,Oceanview Hotel Studio at Quality Resort Sorrento,4153323,Andrew,,JOONDALUP,-31.83072,115.74696,Hotel room,229,3,3,2019-06-29,0.08,6,0
787999,2 Bedroom Apartment at Quality Resort Sorrento,4153323,Andrew,,JOONDALUP,-31.83073,115.74915,Entire home/apt,249,3,20,2019-12-22,0.27,6,339
798602,Tipi Stay on Permaculture Farm,4206094,Do,,AUGUSTA-MARGARET RIVER,-33.91745,115.04197,Private room,100,2,191,2020-02-05,2.18,2,107
802600,Bayswater Views Holiday House,4223738,Kathryn,,BAYSWATER,-31.92566,115.91189,Entire home/apt,200,4,33,2020-03-03,0.41,1,333
804673,RESORT STYLE LIVING CLOSE TO MARINA,4235693,Carolynn,,WANNEROO,-31.68228,115.71352,Private room,120,3,0,,,1,365
806329,The Beach house - Fremantle,3161391,Michael,,FREMANTLE,-32.06905,115.75847,Entire home/apt,150,3,15,2020-01-29,0.20,8,325
811315,"North Freo Chic,executive house + Wifi + NETFLIX",4266413,Jennifer,,FREMANTLE,-32.03319,115.75378,Entire home/apt,179,5,72,2020-03-11,0.95,1,168
811432,Magnificent Water Front Home  3 Bedrooms Available,3232652,Barry & Viv,,MELVILLE,-32.03338,115.85327,Private room,136,1,192,2020-02-19,2.21,2,314
822355,Fremantle/Cottesloe area  2 x 1,4317760,Tracey,,COTTESLOE,-31.99327,115.75527,Entire home/apt,129,5,2,2017-02-11,0.05,2,166
824473,An Ocean View Hillarys/SorrenVilla,4284891,Kathy,,JOONDALUP,-31.82914,115.75073,Entire home/apt,165,3,34,2020-02-22,0.45,1,333
827350,Newly renovated quiet oasis in the city centre,3512722,Jemma,,PERTH,-31.95161,115.85654,Entire home/apt,129,1,255,2020-02-28,2.89,2,310
829122,Fremantle City Delux Apartment,4345883,Nathan,,FREMANTLE,-32.05346,115.74691,Entire home/apt,158,2,20,2019-12-21,0.24,1,31
829189,Mandurah Canals Luxury Retreat,4346152,Vicki,,MANDURAH,-32.53415,115.70867,Entire home/apt,320,2,8,2020-01-27,0.12,1,353
831160,Spacious 3 BR Apartment Near the Swan River,1778078,WA Stay Properties,,BELMONT,-31.95274,115.91169,Entire home/apt,200,4,12,2020-01-29,0.28,19,68
831178,Chez on Kintail close to public transport,1778078,WA Stay Properties,,MELVILLE,-32.0111,115.85034,Entire home/apt,179,4,10,2020-02-18,0.16,19,150
838034,Close to Perth CBD & airport,2246468,MD Salim,,CANNING,-32.01994,115.94506,Private room,45,7,0,,,1,349
845658,Cosy 2Bdrm Cottage big Backyard for Kids & FurKids,4415443,Claire,,SOUTH PERTH,-31.97987,115.88711,Entire home/apt,115,2,134,2020-03-07,1.75,1,322
862215, South Fremantle Cafes & Beach,4519171,Karina,,FREMANTLE,-32.07065,115.76228,Entire home/apt,115,3,89,2020-03-13,1.04,1,329
864338,room to rent for one or two people ,4535468,Michael,,COCKBURN,-32.12673,115.77376,Private room,95,1,0,,,1,365
868079,"STUDY ROOM,Friendly,Big house,bike,airport pickup",4570709,Amy'S Homestay,,COCKBURN,-32.08943,115.84003,Private room,32,3,97,2020-01-17,1.16,4,317
868116,"COZY Room, Double Bed, Loan car, Airport pickup",4570709,Amy'S Homestay,,COCKBURN,-32.08911,115.84135,Private room,26,1,137,2020-02-24,1.65,4,266
873778,Mullaloo  Retreat,4612849,Paul & Meg,,JOONDALUP,-31.78527,115.74526,Entire home/apt,89,7,13,2018-11-27,0.20,1,69
875893,BY RIVER & OCEAN - McALLISTER HOUSE,4625299,John,,MOSMAN PARK,-32.02191,115.75913,Entire home/apt,187,3,104,2020-03-09,1.20,1,223
877423,"Perth, Fremantle, Murdoch areas all in easy reach",3776268,Richard,,FREMANTLE,-32.0683,115.79535,Entire home/apt,89,4,81,2020-03-02,0.94,1,241
877526,Sorrento Breeze - The Tranquil Room,3564183,Beverley,,JOONDALUP,-31.83284,115.75076,Private room,99,2,34,2020-03-08,0.40,1,360
881097,Luxury Home from $110 per  night,4661495,Patrick,,MELVILLE,-32.01944,115.84528,Private room,100,1,38,2019-12-30,0.44,1,365
885817,Trewent  Cottage - a cosy little cottage for two,277321,Karen,,MANJIMUP,-34.35896,116.18659,Entire home/apt,141,1,197,2020-03-02,2.45,2,170
891022,Modern Living in Leederville,4637312,Kristin & Brett,,VINCENT,-31.92848,115.8412,Entire home/apt,100,2,378,2020-03-02,4.37,1,290
893007,♥ 4 BR Apartment in East Perth No Cleaning Fee ♥,1778078,WA Stay Properties,,PERTH,-31.95912,115.87323,Entire home/apt,229,4,58,2020-03-03,0.73,19,91
893135,☆☆☆Breathtaking River&City Views+Free Parking+Wifi,4970928,"Jenny, Louise & Marian",,SOUTH PERTH,-31.97578,115.8598,Entire home/apt,124,1,156,2020-03-11,2.11,3,301
900855,"""The Gums"" Garden Apartment, City Beach, Perth",4811719,Chris & Vivien,,CAMBRIDGE,-31.94351,115.75726,Entire home/apt,141,3,51,2020-02-25,0.59,1,287
913152,Tuscan Delight! Private Suite,4900907,Brenda,,CLAREMONT,-31.97139,115.78945,Entire home/apt,110,2,82,2020-03-04,0.98,3,320
913192,The Woodshack - cosy family home.,1415497,John,,JOONDALUP,-31.76585,115.75561,Private room,55,2,62,2020-03-12,0.73,1,285
914197,Parkside Suites B&B poolside Entire Suite,4902901,John & Jessie,,COCKBURN,-32.1403,115.85675,Entire home/apt,199,1,24,2019-12-26,0.28,5,365
917078,Peaceful stay in Perth Hills,4924588,Heather And Nigel,,KALAMUNDA,-32.01986,116.05032,Private room,65,1,1,2019-12-26,0.37,5,180
917146,Compact poolside apartment,4903952,Dave & Deirdre,,SWAN,-31.8827,116.00498,Entire home/apt,60,5,26,2020-03-15,0.31,2,154
920126,Bedroom & Bathroom near Apt & City,4944462,Robyn,,BAYSWATER,-31.93815,115.90053,Private room,65,1,57,2020-02-22,0.66,1,91
926402,Character Studio in the Bush,6038934,Trudy,,BUSSELTON,-33.65194,115.09373,Entire home/apt,170,3,160,2020-01-27,1.95,2,168
928945,Fremantle Gasworks Apartment,5000938,Garth,,FREMANTLE,-32.05389,115.74637,Entire home/apt,270,3,133,2020-03-07,1.62,1,334
933313,A warm inviting home with the owner,2002278,Jann,,KALAMUNDA,-31.97559,116.02125,Private room,65,1,2,2018-08-28,0.03,2,365
953777,Gorgeous Modern home close to Beach + Westfield,3607882,Beverly,,JOONDALUP,-31.80207,115.74384,Entire home/apt,170,2,28,2019-03-09,0.36,2,86
953847,"Cosy, cool Scarborough beach house",5154824,Susan,,STIRLING,-31.89146,115.77118,Private room,60,2,7,2019-01-16,0.09,1,0
960551,'The Stylish' - Tuart Hill Villa! ,5230044,Doria,,STIRLING,-31.89867,115.83367,Private room,87,1,1,2013-06-01,0.01,2,365
971395,Tuscan Delight in Perth's West,4900907,Brenda,,CLAREMONT,-31.97138,115.7878,Entire home/apt,90,2,91,2019-11-17,1.10,3,320
971468,Parkside Suites B&B poolside Twin Single beds room,4902901,John & Jessie,,COCKBURN,-32.13932,115.85756,Private room,60,1,6,2016-06-26,0.07,5,365
971472,Parkside Suites B&B poolside Double size bed room,4902901,John & Jessie,,COCKBURN,-32.14075,115.85877,Private room,69,1,13,2020-01-31,0.16,5,365
971476,Parkside Suites B&B poolside Queen size bed room,4902901,John & Jessie,,COCKBURN,-32.14043,115.85675,Private room,79,1,11,2016-05-15,0.13,5,364
973836,Double Room Upmarket Suburb close city beaches,3754542,Margaret,,STIRLING,-31.91616,115.77793,Private room,81,1,65,2020-02-28,0.84,6,356
978808,Peppi Grove Beach Limestone Retreat,5357894,Karen,,CAPEL,-33.53148,115.5052,Entire home/apt,90,2,255,2020-03-15,2.99,1,329
999697,Chester Villa,5495612,Jennifer,,FREMANTLE,-32.07177,115.75431,Entire home/apt,155,2,15,2019-07-17,0.19,2,278
1007279,'The Retro' - Tuart Hill Villa,5230044,Doria,,STIRLING,-31.89977,115.83389,Private room,87,1,1,2019-10-28,0.21,2,365
1033398,Your Home Away From Home with Everything You Need,5687170,Bobbi,,VINCENT,-31.93143,115.86552,Entire home/apt,95,1,152,2020-01-29,1.81,3,349
1033658,Bayview Busselton ,982031,Fiona,,BUSSELTON,-33.64395,115.35772,Entire home/apt,170,2,72,2020-02-09,0.86,1,317
1035107,Private Room in Spacious Home with Swimming Pool,5697833,Peter,,NEDLANDS,-31.94453,115.79302,Private room,84,2,16,2019-12-16,0.53,3,82
1043506,"LUXURY  ON  A  BUDGET, ROOM w/USE of ALL Amenities",5745887,Carmen,,JOONDALUP,-31.80262,115.75021,Private room,97,1,36,2020-02-29,0.47,8,365
1049429,MY SPANISH ESCAPADE Pets welcome,5745887,Carmen,,JOONDALUP,-31.80247,115.75052,Private room,99,1,17,2020-02-21,0.21,8,365
1060313,Perfect CBD & Fremantle location- Family friendly,5854451,Eileen,,MELVILLE,-32.01362,115.83645,Private room,99,2,6,2018-10-22,0.22,1,181
1060326,THE SPANISH LODGE  and B&B  (Hillarys) Pets O.K.,5745887,Carmen,,JOONDALUP,-31.80234,115.75013,Private room,99,1,18,2020-01-05,0.26,8,365
1063994,Kalamunda Carriages | Perth Hills B&B and Spa,5856984,Karan,,KALAMUNDA,-31.97379,116.06615,Entire home/apt,141,2,15,2020-02-18,0.44,3,179
1072683,Penthouse Apartment Close To ALL!,738695,Lake,,PERTH,-31.94435,115.85455,Entire home/apt,179,3,3,2018-01-06,0.05,1,0
1073798,Cedar Cottage,5906880,Heather,,STIRLING,-31.89065,115.79734,Entire home/apt,90,3,9,2020-02-02,0.27,1,358
1078040,Grunters Beach House - Gnarabup,5931511,Tracy,,AUGUSTA-MARGARET RIVER,-33.99376,114.99818,Entire home/apt,394,3,48,2020-02-25,0.64,1,328
1080706,CLOSE TO BEACH AND RIVER,5944370,Louisa,,MOSMAN PARK,-32.01469,115.76252,Entire home/apt,195,4,57,2020-03-04,0.74,1,313
1084456,Beautiful Cottage in Dwellingup,5961054,Robert,,MURRAY,-32.7121,116.06193,Entire home/apt,191,1,64,2020-03-15,1.54,2,353
1087031,Cottesloe Apartment at Whitehouse By The Sea,5975285,Elizabeth,,COTTESLOE,-31.9861,115.76031,Entire home/apt,250,3,60,2020-01-11,1.11,3,343
1095255,Fremantle and Beaches - Perfect,6017588,Craig,,FREMANTLE,-32.03886,115.75726,Private room,90,1,42,2020-02-25,0.53,1,351
1096091,Compact modern studio,4903952,Dave & Deirdre,,SWAN,-31.88094,116.00576,Entire home/apt,55,5,83,2020-03-10,1.08,2,130
1097710,Maslin Luxury Spa Suite  Queen Bed,6032622,Gillian,,DONNYBROOK-BALINGUP,-33.7469,115.94915,Hotel room,195,2,0,,,2,365
1098139,Sunset Lodge,6035064,Lesley,,JOONDALUP,-31.7743,115.7388,Entire home/apt,129,5,9,2019-03-22,0.15,1,237
1113586,Gypsy Cottage in South Fremantle,6111741,Nanette,,FREMANTLE,-32.06768,115.75098,Entire home/apt,120,3,11,2016-09-13,0.14,1,288
1116909,Suburban hang out amongst the trees,6115114,Shaun,,GOSNELLS,-32.0502,115.96132,Private room,36,5,44,2020-01-31,0.56,1,296
1123165,Tarakena Rest,6161566,Tony,,COCKBURN,-32.11131,115.78848,Private room,45,1,151,2020-03-06,2.56,2,349
1125165,Martha's Rest - The Garden Suite,6172414,Lyn,,FREMANTLE,-32.06529,115.75816,Private room,95,2,42,2020-02-09,0.54,4,363
1125272,Martha's Rest - The Ocean Suite,6172414,Lyn,,FREMANTLE,-32.06406,115.75914,Private room,100,2,35,2019-02-04,0.45,4,362
1125554,Meadow's Veiw C.1910,6174808,Kerri & David,,SWAN,-31.90072,115.97144,Private room,129,1,0,,,1,0
1138370,Private and cosy room in Perth,6158347,Anjani,,SWAN,-31.82888,115.87847,Private room,50,4,0,,,1,364
1145287,March special Ines Turicum@MonkeyRockWine Denmark,6279532,Hermann,,DENMARK,-35.00581,117.26965,Entire home/apt,210,1,88,2020-03-02,1.16,3,355
1155295,"Trigg Beach Cottage, self catering house",6331262,Sue,,STIRLING,-31.86831,115.75801,Entire home/apt,205,3,13,2020-02-17,0.23,2,265
1158322,Comfy spacious Home in Thornlie,2377363,Alison,,GOSNELLS,-32.07247,115.94844,Entire home/apt,160,4,40,2019-10-20,0.50,1,108
1161351,Dunsborough Holiday Rental,6362731,Geoff,,BUSSELTON,-33.60632,115.09232,Entire home/apt,241,2,38,2020-03-02,0.52,1,341
1175580,Beach and Country ,6433934,Che,,WANNEROO,-31.67629,115.75145,Private room,102,1,0,,,1,365
